negotiation_date,sold_price,product
20/05/2016,488.8,Polpa Cítrica
21/05/2016,491.25,Polpa Cítrica
23/05/2016,505.33,Polpa Cítrica
24/05/2016,500.0,Polpa Cítrica
25/05/2016,497.14,Polpa Cítrica
26/05/2016,495.0,Polpa Cítrica
28/05/2016,510.0,Polpa Cítrica
30/05/2016,507.5,Polpa Cítrica
31/05/2016,489.17,Polpa Cítrica
01/06/2016,333.0,Polpa Cítrica
02/06/2016,346.25,Polpa Cítrica
05/06/2016,450.0,Polpa Cítrica
06/06/2016,425.0,Polpa Cítrica
07/06/2016,490.0,Polpa Cítrica
08/06/2016,461.67,Polpa Cítrica
09/06/2016,506.67,Polpa Cítrica
10/06/2016,634.17,Polpa Cítrica
12/06/2016,690.0,Polpa Cítrica
13/06/2016,416.67,Polpa Cítrica
14/06/2016,437.55,Polpa Cítrica
15/06/2016,420.83,Polpa Cítrica
16/06/2016,415.68,Polpa Cítrica
17/06/2016,463.62,Polpa Cítrica
18/06/2016,442.73,Polpa Cítrica
19/06/2016,433.33,Polpa Cítrica
20/06/2016,438.4,Polpa Cítrica
21/06/2016,457.0,Polpa Cítrica
22/06/2016,462.0,Polpa Cítrica
23/06/2016,446.43,Polpa Cítrica
24/06/2016,433.75,Polpa Cítrica
25/06/2016,407.14,Polpa Cítrica
26/06/2016,406.0,Polpa Cítrica
27/06/2016,450.33,Polpa Cítrica
28/06/2016,469.7,Polpa Cítrica
29/06/2016,485.11,Polpa Cítrica
30/06/2016,454.77,Polpa Cítrica
01/07/2016,333.82,Polpa Cítrica
03/07/2016,390.43,Polpa Cítrica
04/07/2016,452.67,Polpa Cítrica
05/07/2016,492.86,Polpa Cítrica
06/07/2016,406.0,Polpa Cítrica
07/07/2016,436.67,Polpa Cítrica
08/07/2016,550.0,Polpa Cítrica
09/07/2016,540.0,Polpa Cítrica
10/07/2016,549.0,Polpa Cítrica
11/07/2016,596.25,Polpa Cítrica
12/07/2016,581.68,Polpa Cítrica
13/07/2016,497.0,Polpa Cítrica
14/07/2016,462.5,Polpa Cítrica
15/07/2016,435.0,Polpa Cítrica
16/07/2016,485.19,Polpa Cítrica
18/07/2016,456.25,Polpa Cítrica
19/07/2016,439.17,Polpa Cítrica
20/07/2016,458.6,Polpa Cítrica
21/07/2016,453.2,Polpa Cítrica
22/07/2016,473.82,Polpa Cítrica
23/07/2016,463.0,Polpa Cítrica
25/07/2016,460.0,Polpa Cítrica
26/07/2016,505.0,Polpa Cítrica
27/07/2016,486.0,Polpa Cítrica
28/07/2016,505.4,Polpa Cítrica
29/07/2016,474.0,Polpa Cítrica
30/07/2016,523.33,Polpa Cítrica
01/08/2016,353.75,Polpa Cítrica
02/08/2016,315.0,Polpa Cítrica
03/08/2016,415.0,Polpa Cítrica
04/08/2016,487.5,Polpa Cítrica
06/08/2016,436.5,Polpa Cítrica
07/08/2016,443.33,Polpa Cítrica
08/08/2016,540.0,Polpa Cítrica
09/08/2016,516.25,Polpa Cítrica
10/08/2016,638.0,Polpa Cítrica
11/08/2016,391.67,Polpa Cítrica
12/08/2016,653.75,Polpa Cítrica
13/08/2016,470.0,Polpa Cítrica
15/08/2016,420.83,Polpa Cítrica
16/08/2016,511.84,Polpa Cítrica
17/08/2016,456.67,Polpa Cítrica
18/08/2016,495.46,Polpa Cítrica
19/08/2016,483.33,Polpa Cítrica
20/08/2016,460.0,Polpa Cítrica
21/08/2016,510.0,Polpa Cítrica
23/08/2016,501.67,Polpa Cítrica
24/08/2016,523.49,Polpa Cítrica
25/08/2016,468.85,Polpa Cítrica
26/08/2016,535.0,Polpa Cítrica
27/08/2016,552.5,Polpa Cítrica
28/08/2016,690.0,Polpa Cítrica
29/08/2016,570.0,Polpa Cítrica
30/08/2016,506.25,Polpa Cítrica
31/08/2016,535.67,Polpa Cítrica
01/09/2016,322.5,Polpa Cítrica
03/09/2016,421.25,Polpa Cítrica
05/09/2016,498.6,Polpa Cítrica
06/09/2016,413.33,Polpa Cítrica
08/09/2016,482.0,Polpa Cítrica
09/09/2016,488.33,Polpa Cítrica
11/09/2016,528.0,Polpa Cítrica
12/09/2016,681.67,Polpa Cítrica
13/09/2016,502.0,Polpa Cítrica
14/09/2016,532.5,Polpa Cítrica
15/09/2016,559.0,Polpa Cítrica
16/09/2016,576.6,Polpa Cítrica
17/09/2016,448.0,Polpa Cítrica
18/09/2016,498.0,Polpa Cítrica
19/09/2016,510.0,Polpa Cítrica
20/09/2016,577.6,Polpa Cítrica
21/09/2016,616.25,Polpa Cítrica
22/09/2016,572.0,Polpa Cítrica
23/09/2016,580.71,Polpa Cítrica
24/09/2016,467.5,Polpa Cítrica
25/09/2016,478.75,Polpa Cítrica
26/09/2016,550.0,Polpa Cítrica
27/09/2016,592.86,Polpa Cítrica
28/09/2016,569.0,Polpa Cítrica
29/09/2016,489.22,Polpa Cítrica
30/09/2016,617.2,Polpa Cítrica
01/10/2016,340.0,Polpa Cítrica
02/10/2016,365.0,Polpa Cítrica
03/10/2016,415.0,Polpa Cítrica
05/10/2016,499.11,Polpa Cítrica
06/10/2016,458.5,Polpa Cítrica
08/10/2016,482.92,Polpa Cítrica
09/10/2016,476.67,Polpa Cítrica
10/10/2016,628.33,Polpa Cítrica
11/10/2016,537.19,Polpa Cítrica
13/10/2016,582.5,Polpa Cítrica
14/10/2016,592.5,Polpa Cítrica
15/10/2016,566.0,Polpa Cítrica
18/10/2016,559.0,Polpa Cítrica
19/10/2016,547.0,Polpa Cítrica
20/10/2016,677.85,Polpa Cítrica
21/10/2016,546.48,Polpa Cítrica
22/10/2016,710.0,Polpa Cítrica
24/10/2016,675.0,Polpa Cítrica
25/10/2016,517.5,Polpa Cítrica
26/10/2016,455.0,Polpa Cítrica
27/10/2016,636.25,Polpa Cítrica
28/10/2016,587.86,Polpa Cítrica
29/10/2016,526.25,Polpa Cítrica
31/10/2016,462.5,Polpa Cítrica
01/11/2016,315.0,Polpa Cítrica
02/11/2016,351.25,Polpa Cítrica
03/11/2016,422.0,Polpa Cítrica
05/11/2016,496.52,Polpa Cítrica
06/11/2016,452.92,Polpa Cítrica
07/11/2016,431.0,Polpa Cítrica
08/11/2016,518.67,Polpa Cítrica
10/11/2016,536.67,Polpa Cítrica
11/11/2016,537.0,Polpa Cítrica
12/11/2016,285.0,Polpa Cítrica
13/11/2016,522.5,Polpa Cítrica
14/11/2016,512.5,Polpa Cítrica
15/11/2016,450.0,Polpa Cítrica
16/11/2016,555.0,Polpa Cítrica
17/11/2016,609.29,Polpa Cítrica
18/11/2016,557.5,Polpa Cítrica
19/11/2016,608.12,Polpa Cítrica
21/11/2016,678.0,Polpa Cítrica
22/11/2016,637.53,Polpa Cítrica
23/11/2016,593.33,Polpa Cítrica
24/11/2016,577.5,Polpa Cítrica
25/11/2016,551.67,Polpa Cítrica
26/11/2016,619.0,Polpa Cítrica
27/11/2016,370.0,Polpa Cítrica
28/11/2016,680.0,Polpa Cítrica
29/11/2016,690.0,Polpa Cítrica
30/11/2016,495.0,Polpa Cítrica
01/12/2016,343.6,Polpa Cítrica
02/12/2016,386.0,Polpa Cítrica
03/12/2016,410.0,Polpa Cítrica
04/12/2016,505.0,Polpa Cítrica
05/12/2016,505.62,Polpa Cítrica
06/12/2016,463.33,Polpa Cítrica
07/12/2016,445.83,Polpa Cítrica
08/12/2016,498.22,Polpa Cítrica
09/12/2016,555.0,Polpa Cítrica
11/12/2016,473.33,Polpa Cítrica
12/12/2016,655.0,Polpa Cítrica
13/12/2016,380.0,Polpa Cítrica
14/12/2016,546.67,Polpa Cítrica
15/12/2016,722.0,Polpa Cítrica
16/12/2016,690.71,Polpa Cítrica
17/12/2016,380.0,Polpa Cítrica
19/12/2016,380.0,Polpa Cítrica
20/12/2016,740.0,Polpa Cítrica
21/12/2016,683.33,Polpa Cítrica
22/12/2016,612.5,Polpa Cítrica
23/12/2016,695.0,Polpa Cítrica
27/12/2016,583.33,Polpa Cítrica
28/12/2016,741.67,Polpa Cítrica
29/12/2016,730.0,Polpa Cítrica
30/12/2016,555.0,Polpa Cítrica
02/01/2017,502.5,Polpa Cítrica
05/01/2017,490.0,Polpa Cítrica
06/01/2017,294.85,Polpa Cítrica
07/01/2017,243.75,Polpa Cítrica
08/01/2017,171.0,Polpa Cítrica
09/01/2017,184.0,Polpa Cítrica
10/01/2017,155.0,Polpa Cítrica
11/01/2017,239.88,Polpa Cítrica
12/01/2017,258.87,Polpa Cítrica
13/01/2017,626.67,Polpa Cítrica
14/01/2017,380.0,Polpa Cítrica
16/01/2017,730.0,Polpa Cítrica
17/01/2017,736.67,Polpa Cítrica
18/01/2017,745.0,Polpa Cítrica
19/01/2017,615.0,Polpa Cítrica
20/01/2017,756.67,Polpa Cítrica
21/01/2017,735.0,Polpa Cítrica
23/01/2017,625.0,Polpa Cítrica
24/01/2017,742.0,Polpa Cítrica
25/01/2017,750.0,Polpa Cítrica
26/01/2017,724.0,Polpa Cítrica
30/01/2017,735.0,Polpa Cítrica
31/01/2017,745.0,Polpa Cítrica
01/02/2017,665.0,Polpa Cítrica
03/02/2017,740.0,Polpa Cítrica
05/02/2017,520.0,Polpa Cítrica
06/02/2017,269.17,Polpa Cítrica
07/02/2017,210.0,Polpa Cítrica
08/02/2017,171.5,Polpa Cítrica
09/02/2017,187.14,Polpa Cítrica
10/02/2017,190.25,Polpa Cítrica
11/02/2017,240.47,Polpa Cítrica
12/02/2017,271.54,Polpa Cítrica
13/02/2017,765.0,Polpa Cítrica
14/02/2017,707.5,Polpa Cítrica
15/02/2017,765.0,Polpa Cítrica
16/02/2017,770.0,Polpa Cítrica
17/02/2017,747.5,Polpa Cítrica
20/02/2017,687.71,Polpa Cítrica
21/02/2017,752.5,Polpa Cítrica
22/02/2017,789.0,Polpa Cítrica
23/02/2017,732.5,Polpa Cítrica
24/02/2017,719.0,Polpa Cítrica
25/02/2017,740.0,Polpa Cítrica
01/03/2017,735.0,Polpa Cítrica
03/03/2017,725.0,Polpa Cítrica
04/03/2017,656.5,Polpa Cítrica
05/03/2017,395.0,Polpa Cítrica
06/03/2017,277.8,Polpa Cítrica
07/03/2017,234.71,Polpa Cítrica
08/03/2017,182.27,Polpa Cítrica
09/03/2017,201.67,Polpa Cítrica
10/03/2017,193.29,Polpa Cítrica
11/03/2017,238.58,Polpa Cítrica
12/03/2017,257.5,Polpa Cítrica
14/03/2017,705.0,Polpa Cítrica
15/03/2017,690.0,Polpa Cítrica
16/03/2017,685.0,Polpa Cítrica
17/03/2017,680.0,Polpa Cítrica
20/03/2017,690.0,Polpa Cítrica
21/03/2017,660.0,Polpa Cítrica
22/03/2017,677.5,Polpa Cítrica
23/03/2017,537.5,Polpa Cítrica
24/03/2017,707.0,Polpa Cítrica
27/03/2017,678.5,Polpa Cítrica
28/03/2017,630.0,Polpa Cítrica
29/03/2017,532.5,Polpa Cítrica
30/03/2017,675.0,Polpa Cítrica
31/03/2017,493.12,Polpa Cítrica
01/04/2017,740.0,Polpa Cítrica
03/04/2017,621.0,Polpa Cítrica
04/04/2017,630.0,Polpa Cítrica
07/04/2017,234.78,Polpa Cítrica
08/04/2017,208.58,Polpa Cítrica
09/04/2017,193.75,Polpa Cítrica
10/04/2017,208.16,Polpa Cítrica
11/04/2017,236.36,Polpa Cítrica
12/04/2017,275.0,Polpa Cítrica
13/04/2017,690.0,Polpa Cítrica
18/04/2017,620.0,Polpa Cítrica
19/04/2017,635.0,Polpa Cítrica
22/04/2017,550.0,Polpa Cítrica
24/04/2017,545.0,Polpa Cítrica
27/04/2017,513.0,Polpa Cítrica
28/04/2017,507.5,Polpa Cítrica
29/04/2017,545.0,Polpa Cítrica
01/05/2017,730.0,Polpa Cítrica
04/05/2017,633.33,Polpa Cítrica
05/05/2017,450.0,Polpa Cítrica
06/05/2017,295.09,Polpa Cítrica
07/05/2017,217.22,Polpa Cítrica
08/05/2017,202.5,Polpa Cítrica
09/05/2017,195.33,Polpa Cítrica
10/05/2017,190.38,Polpa Cítrica
11/05/2017,215.0,Polpa Cítrica
12/05/2017,268.08,Polpa Cítrica
13/05/2017,404.67,Polpa Cítrica
14/05/2017,415.0,Polpa Cítrica
15/05/2017,377.5,Polpa Cítrica
16/05/2017,368.33,Polpa Cítrica
17/05/2017,321.25,Polpa Cítrica
18/05/2017,375.83,Polpa Cítrica
19/05/2017,325.0,Polpa Cítrica
20/05/2017,320.0,Polpa Cítrica
23/05/2017,337.0,Polpa Cítrica
24/05/2017,312.0,Polpa Cítrica
25/05/2017,311.4,Polpa Cítrica
26/05/2017,317.14,Polpa Cítrica
27/05/2017,290.5,Polpa Cítrica
29/05/2017,313.75,Polpa Cítrica
30/05/2017,296.5,Polpa Cítrica
31/05/2017,292.14,Polpa Cítrica
01/06/2017,651.25,Polpa Cítrica
03/06/2017,687.5,Polpa Cítrica
04/06/2017,612.5,Polpa Cítrica
06/06/2017,298.33,Polpa Cítrica
07/06/2017,219.09,Polpa Cítrica
08/06/2017,175.0,Polpa Cítrica
09/06/2017,200.0,Polpa Cítrica
10/06/2017,197.2,Polpa Cítrica
11/06/2017,246.67,Polpa Cítrica
12/06/2017,257.5,Polpa Cítrica
13/06/2017,303.0,Polpa Cítrica
14/06/2017,298.33,Polpa Cítrica
15/06/2017,275.0,Polpa Cítrica
16/06/2017,247.86,Polpa Cítrica
17/06/2017,264.17,Polpa Cítrica
18/06/2017,315.0,Polpa Cítrica
20/06/2017,282.5,Polpa Cítrica
21/06/2017,286.44,Polpa Cítrica
22/06/2017,249.29,Polpa Cítrica
23/06/2017,247.45,Polpa Cítrica
24/06/2017,233.8,Polpa Cítrica
25/06/2017,212.5,Polpa Cítrica
26/06/2017,237.5,Polpa Cítrica
27/06/2017,253.45,Polpa Cítrica
28/06/2017,251.5,Polpa Cítrica
29/06/2017,245.0,Polpa Cítrica
30/06/2017,243.12,Polpa Cítrica
01/07/2017,700.0,Polpa Cítrica
02/07/2017,745.0,Polpa Cítrica
03/07/2017,370.0,Polpa Cítrica
04/07/2017,592.5,Polpa Cítrica
06/07/2017,284.75,Polpa Cítrica
07/07/2017,241.06,Polpa Cítrica
08/07/2017,185.0,Polpa Cítrica
09/07/2017,179.29,Polpa Cítrica
10/07/2017,196.86,Polpa Cítrica
11/07/2017,245.36,Polpa Cítrica
12/07/2017,266.67,Polpa Cítrica
13/07/2017,173.85,Polpa Cítrica
14/07/2017,181.93,Polpa Cítrica
15/07/2017,182.0,Polpa Cítrica
16/07/2017,170.0,Polpa Cítrica
17/07/2017,160.0,Polpa Cítrica
18/07/2017,180.36,Polpa Cítrica
19/07/2017,204.42,Polpa Cítrica
20/07/2017,188.12,Polpa Cítrica
21/07/2017,172.78,Polpa Cítrica
22/07/2017,181.43,Polpa Cítrica
23/07/2017,210.0,Polpa Cítrica
24/07/2017,178.75,Polpa Cítrica
25/07/2017,193.67,Polpa Cítrica
26/07/2017,182.22,Polpa Cítrica
27/07/2017,172.92,Polpa Cítrica
28/07/2017,180.62,Polpa Cítrica
29/07/2017,186.32,Polpa Cítrica
30/07/2017,166.82,Polpa Cítrica
31/07/2017,205.91,Polpa Cítrica
02/08/2017,385.0,Polpa Cítrica
03/08/2017,370.0,Polpa Cítrica
05/08/2017,450.0,Polpa Cítrica
06/08/2017,288.01,Polpa Cítrica
07/08/2017,191.88,Polpa Cítrica
08/08/2017,191.25,Polpa Cítrica
09/08/2017,188.71,Polpa Cítrica
10/08/2017,167.5,Polpa Cítrica
11/08/2017,248.5,Polpa Cítrica
12/08/2017,265.83,Polpa Cítrica
13/08/2017,200.0,Polpa Cítrica
14/08/2017,196.67,Polpa Cítrica
15/08/2017,199.17,Polpa Cítrica
16/08/2017,201.6,Polpa Cítrica
17/08/2017,189.58,Polpa Cítrica
18/08/2017,218.2,Polpa Cítrica
19/08/2017,198.33,Polpa Cítrica
20/08/2017,190.0,Polpa Cítrica
21/08/2017,205.0,Polpa Cítrica
22/08/2017,189.67,Polpa Cítrica
23/08/2017,235.0,Polpa Cítrica
24/08/2017,176.94,Polpa Cítrica
25/08/2017,179.44,Polpa Cítrica
26/08/2017,185.0,Polpa Cítrica
27/08/2017,188.33,Polpa Cítrica
28/08/2017,200.62,Polpa Cítrica
29/08/2017,206.77,Polpa Cítrica
30/08/2017,181.5,Polpa Cítrica
31/08/2017,198.31,Polpa Cítrica
01/09/2017,736.67,Polpa Cítrica
02/09/2017,845.0,Polpa Cítrica
03/09/2017,567.5,Polpa Cítrica
05/09/2017,422.5,Polpa Cítrica
06/09/2017,286.0,Polpa Cítrica
07/09/2017,145.0,Polpa Cítrica
08/09/2017,187.08,Polpa Cítrica
09/09/2017,185.38,Polpa Cítrica
10/09/2017,194.62,Polpa Cítrica
11/09/2017,229.41,Polpa Cítrica
12/09/2017,271.11,Polpa Cítrica
13/09/2017,181.69,Polpa Cítrica
14/09/2017,171.19,Polpa Cítrica
15/09/2017,183.25,Polpa Cítrica
16/09/2017,172.08,Polpa Cítrica
17/09/2017,186.36,Polpa Cítrica
18/09/2017,165.71,Polpa Cítrica
19/09/2017,172.0,Polpa Cítrica
20/09/2017,176.25,Polpa Cítrica
21/09/2017,191.18,Polpa Cítrica
22/09/2017,173.33,Polpa Cítrica
23/09/2017,179.4,Polpa Cítrica
25/09/2017,172.0,Polpa Cítrica
26/09/2017,173.31,Polpa Cítrica
27/09/2017,186.86,Polpa Cítrica
28/09/2017,171.69,Polpa Cítrica
29/09/2017,195.87,Polpa Cítrica
30/09/2017,167.35,Polpa Cítrica
01/10/2017,710.0,Polpa Cítrica
02/10/2017,385.0,Polpa Cítrica
03/10/2017,701.67,Polpa Cítrica
04/10/2017,605.0,Polpa Cítrica
05/10/2017,436.25,Polpa Cítrica
06/10/2017,257.25,Polpa Cítrica
07/10/2017,162.5,Polpa Cítrica
08/10/2017,171.88,Polpa Cítrica
09/10/2017,145.0,Polpa Cítrica
10/10/2017,229.33,Polpa Cítrica
11/10/2017,256.38,Polpa Cítrica
12/10/2017,265.0,Polpa Cítrica
13/10/2017,227.5,Polpa Cítrica
14/10/2017,214.55,Polpa Cítrica
15/10/2017,205.0,Polpa Cítrica
16/10/2017,221.82,Polpa Cítrica
17/10/2017,226.06,Polpa Cítrica
18/10/2017,243.12,Polpa Cítrica
19/10/2017,213.18,Polpa Cítrica
20/10/2017,233.07,Polpa Cítrica
21/10/2017,229.24,Polpa Cítrica
22/10/2017,221.67,Polpa Cítrica
23/10/2017,252.5,Polpa Cítrica
24/10/2017,224.09,Polpa Cítrica
25/10/2017,243.24,Polpa Cítrica
26/10/2017,230.88,Polpa Cítrica
27/10/2017,248.73,Polpa Cítrica
28/10/2017,234.79,Polpa Cítrica
29/10/2017,236.88,Polpa Cítrica
30/10/2017,211.43,Polpa Cítrica
31/10/2017,226.07,Polpa Cítrica
01/11/2017,552.5,Polpa Cítrica
02/11/2017,395.0,Polpa Cítrica
03/11/2017,680.0,Polpa Cítrica
04/11/2017,595.0,Polpa Cítrica
05/11/2017,391.68,Polpa Cítrica
07/11/2017,180.0,Polpa Cítrica
08/11/2017,199.0,Polpa Cítrica
09/11/2017,198.12,Polpa Cítrica
10/11/2017,213.69,Polpa Cítrica
11/11/2017,243.38,Polpa Cítrica
12/11/2017,265.0,Polpa Cítrica
13/11/2017,253.89,Polpa Cítrica
14/11/2017,254.85,Polpa Cítrica
15/11/2017,250.0,Polpa Cítrica
16/11/2017,245.0,Polpa Cítrica
17/11/2017,256.92,Polpa Cítrica
18/11/2017,261.36,Polpa Cítrica
19/11/2017,277.5,Polpa Cítrica
20/11/2017,225.56,Polpa Cítrica
21/11/2017,253.93,Polpa Cítrica
22/11/2017,225.55,Polpa Cítrica
23/11/2017,264.33,Polpa Cítrica
24/11/2017,247.06,Polpa Cítrica
25/11/2017,246.67,Polpa Cítrica
26/11/2017,225.83,Polpa Cítrica
27/11/2017,259.38,Polpa Cítrica
28/11/2017,262.31,Polpa Cítrica
29/11/2017,256.25,Polpa Cítrica
30/11/2017,267.14,Polpa Cítrica
01/12/2017,730.0,Polpa Cítrica
04/12/2017,595.0,Polpa Cítrica
05/12/2017,432.0,Polpa Cítrica
06/12/2017,277.5,Polpa Cítrica
07/12/2017,185.0,Polpa Cítrica
08/12/2017,182.92,Polpa Cítrica
09/12/2017,189.92,Polpa Cítrica
10/12/2017,221.19,Polpa Cítrica
11/12/2017,289.0,Polpa Cítrica
12/12/2017,279.0,Polpa Cítrica
13/12/2017,268.42,Polpa Cítrica
14/12/2017,260.45,Polpa Cítrica
15/12/2017,297.78,Polpa Cítrica
16/12/2017,264.8,Polpa Cítrica
17/12/2017,261.67,Polpa Cítrica
18/12/2017,266.25,Polpa Cítrica
19/12/2017,261.88,Polpa Cítrica
20/12/2017,267.5,Polpa Cítrica
21/12/2017,260.33,Polpa Cítrica
22/12/2017,263.94,Polpa Cítrica
23/12/2017,266.67,Polpa Cítrica
26/12/2017,254.17,Polpa Cítrica
27/12/2017,276.43,Polpa Cítrica
28/12/2017,269.09,Polpa Cítrica
29/12/2017,262.27,Polpa Cítrica
30/12/2017,272.31,Polpa Cítrica
31/12/2017,245.0,Polpa Cítrica
02/01/2018,265.5,Polpa Cítrica
03/01/2018,315.0,Polpa Cítrica
06/01/2018,428.0,Polpa Cítrica
07/01/2018,426.25,Polpa Cítrica
08/01/2018,408.12,Polpa Cítrica
09/01/2018,424.0,Polpa Cítrica
10/01/2018,526.25,Polpa Cítrica
11/01/2018,519.44,Polpa Cítrica
12/01/2018,447.14,Polpa Cítrica
13/01/2018,266.25,Polpa Cítrica
14/01/2018,258.3,Polpa Cítrica
15/01/2018,272.31,Polpa Cítrica
16/01/2018,272.89,Polpa Cítrica
17/01/2018,270.0,Polpa Cítrica
18/01/2018,273.36,Polpa Cítrica
19/01/2018,265.29,Polpa Cítrica
20/01/2018,281.88,Polpa Cítrica
21/01/2018,265.0,Polpa Cítrica
22/01/2018,278.75,Polpa Cítrica
23/01/2018,277.33,Polpa Cítrica
24/01/2018,276.43,Polpa Cítrica
25/01/2018,270.77,Polpa Cítrica
26/01/2018,268.57,Polpa Cítrica
27/01/2018,275.0,Polpa Cítrica
29/01/2018,293.33,Polpa Cítrica
30/01/2018,280.0,Polpa Cítrica
31/01/2018,281.0,Polpa Cítrica
01/02/2018,272.5,Polpa Cítrica
02/02/2018,268.82,Polpa Cítrica
03/02/2018,313.33,Polpa Cítrica
04/02/2018,455.0,Polpa Cítrica
05/02/2018,463.33,Polpa Cítrica
06/02/2018,425.0,Polpa Cítrica
07/02/2018,449.17,Polpa Cítrica
08/02/2018,417.63,Polpa Cítrica
10/02/2018,498.0,Polpa Cítrica
11/02/2018,470.0,Polpa Cítrica
12/02/2018,450.0,Polpa Cítrica
14/02/2018,280.0,Polpa Cítrica
15/02/2018,284.44,Polpa Cítrica
16/02/2018,309.38,Polpa Cítrica
17/02/2018,280.0,Polpa Cítrica
19/02/2018,292.86,Polpa Cítrica
20/02/2018,283.75,Polpa Cítrica
21/02/2018,295.0,Polpa Cítrica
22/02/2018,303.33,Polpa Cítrica
23/02/2018,280.0,Polpa Cítrica
26/02/2018,280.0,Polpa Cítrica
27/02/2018,305.0,Polpa Cítrica
28/02/2018,315.0,Polpa Cítrica
01/03/2018,260.83,Polpa Cítrica
02/03/2018,261.67,Polpa Cítrica
03/03/2018,345.0,Polpa Cítrica
04/03/2018,407.5,Polpa Cítrica
05/03/2018,462.5,Polpa Cítrica
06/03/2018,470.0,Polpa Cítrica
07/03/2018,438.12,Polpa Cítrica
08/03/2018,420.68,Polpa Cítrica
09/03/2018,430.0,Polpa Cítrica
10/03/2018,428.0,Polpa Cítrica
11/03/2018,541.17,Polpa Cítrica
12/03/2018,477.86,Polpa Cítrica
13/03/2018,364.17,Polpa Cítrica
14/03/2018,275.0,Polpa Cítrica
15/03/2018,405.83,Polpa Cítrica
16/03/2018,394.0,Polpa Cítrica
19/03/2018,455.0,Polpa Cítrica
20/03/2018,400.0,Polpa Cítrica
21/03/2018,418.0,Polpa Cítrica
22/03/2018,462.5,Polpa Cítrica
23/03/2018,520.0,Polpa Cítrica
24/03/2018,310.0,Polpa Cítrica
26/03/2018,465.0,Polpa Cítrica
27/03/2018,411.25,Polpa Cítrica
28/03/2018,439.29,Polpa Cítrica
29/03/2018,423.12,Polpa Cítrica
01/04/2018,282.69,Polpa Cítrica
04/04/2018,403.89,Polpa Cítrica
05/04/2018,424.38,Polpa Cítrica
06/04/2018,444.0,Polpa Cítrica
07/04/2018,443.89,Polpa Cítrica
08/04/2018,407.61,Polpa Cítrica
09/04/2018,432.5,Polpa Cítrica
10/04/2018,458.75,Polpa Cítrica
12/04/2018,459.38,Polpa Cítrica
13/04/2018,402.5,Polpa Cítrica
14/04/2018,450.0,Polpa Cítrica
16/04/2018,466.25,Polpa Cítrica
17/04/2018,415.71,Polpa Cítrica
18/04/2018,462.5,Polpa Cítrica
19/04/2018,421.6,Polpa Cítrica
20/04/2018,410.89,Polpa Cítrica
23/04/2018,468.33,Polpa Cítrica
24/04/2018,397.0,Polpa Cítrica
25/04/2018,460.0,Polpa Cítrica
26/04/2018,345.0,Polpa Cítrica
27/04/2018,459.5,Polpa Cítrica
28/04/2018,463.33,Polpa Cítrica
01/05/2018,275.56,Polpa Cítrica
02/05/2018,275.71,Polpa Cítrica
03/05/2018,375.0,Polpa Cítrica
04/05/2018,365.0,Polpa Cítrica
05/05/2018,430.0,Polpa Cítrica
06/05/2018,411.67,Polpa Cítrica
07/05/2018,448.12,Polpa Cítrica
09/05/2018,457.0,Polpa Cítrica
10/05/2018,492.0,Polpa Cítrica
11/05/2018,560.0,Polpa Cítrica
12/05/2018,473.08,Polpa Cítrica
15/05/2018,431.67,Polpa Cítrica
16/05/2018,460.0,Polpa Cítrica
17/05/2018,410.0,Polpa Cítrica
18/05/2018,423.75,Polpa Cítrica
19/05/2018,426.67,Polpa Cítrica
22/05/2018,418.0,Polpa Cítrica
23/05/2018,421.67,Polpa Cítrica
01/06/2018,271.67,Polpa Cítrica
02/06/2018,266.94,Polpa Cítrica
03/06/2018,315.0,Polpa Cítrica
04/06/2018,457.14,Polpa Cítrica
06/06/2018,420.0,Polpa Cítrica
07/06/2018,450.45,Polpa Cítrica
08/06/2018,425.0,Polpa Cítrica
09/06/2018,432.5,Polpa Cítrica
10/06/2018,475.0,Polpa Cítrica
11/06/2018,536.33,Polpa Cítrica
12/06/2018,465.56,Polpa Cítrica
13/06/2018,441.79,Polpa Cítrica
14/06/2018,437.14,Polpa Cítrica
15/06/2018,446.88,Polpa Cítrica
16/06/2018,429.69,Polpa Cítrica
17/06/2018,436.67,Polpa Cítrica
18/06/2018,434.38,Polpa Cítrica
19/06/2018,455.83,Polpa Cítrica
20/06/2018,459.83,Polpa Cítrica
21/06/2018,457.78,Polpa Cítrica
22/06/2018,449.75,Polpa Cítrica
23/06/2018,448.04,Polpa Cítrica
25/06/2018,455.38,Polpa Cítrica
26/06/2018,437.69,Polpa Cítrica
27/06/2018,459.29,Polpa Cítrica
28/06/2018,435.0,Polpa Cítrica
29/06/2018,439.8,Polpa Cítrica
30/06/2018,437.19,Polpa Cítrica
01/07/2018,270.0,Polpa Cítrica
02/07/2018,265.38,Polpa Cítrica
03/07/2018,349.29,Polpa Cítrica
04/07/2018,450.0,Polpa Cítrica
06/07/2018,445.83,Polpa Cítrica
07/07/2018,425.91,Polpa Cítrica
08/07/2018,439.8,Polpa Cítrica
09/07/2018,465.0,Polpa Cítrica
10/07/2018,495.0,Polpa Cítrica
11/07/2018,417.0,Polpa Cítrica
12/07/2018,473.0,Polpa Cítrica
13/07/2018,434.72,Polpa Cítrica
14/07/2018,425.0,Polpa Cítrica
15/07/2018,530.0,Polpa Cítrica
16/07/2018,408.75,Polpa Cítrica
17/07/2018,419.67,Polpa Cítrica
